,index,Age,WorkClass,Education,MartialStatus,Occupation,Service,Race,Sex,Gain,Loss,Hours,Country,Salary
19,20.0,0.118929415455,2.0,2.30537259993,1.0,3.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,1.59171845751,0.0,1.0
20,21.0,1.1848112052,2.0,-0.439730909195,4.0,4.0,4.0,1.0,1.0,-0.147442177875,-0.218582351582,-1.7471841015,0.0,0.0
21,22.0,-0.261742652309,3.0,-2.00836148584,1.0,7.0,1.0,1.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
22,23.0,0.347332656114,2.0,-1.22404619752,1.0,6.0,1.0,0.0,0.0,-0.147442177875,4.83214292723,-0.0777328219924,0.0,0.0
23,24.0,1.56548327296,2.0,-0.439730909195,2.0,9.0,4.0,0.0,1.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
24,25.0,1.3370800323,4.0,1.12889966745,1.0,9.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,1.0
25,26.0,-1.47989326916,2.0,-0.439730909195,0.0,10.0,3.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
26,28.0,0.0427950019023,2.0,-0.439730909195,2.0,1.0,0.0,0.0,0.0,-0.147442177875,-0.218582351582,3.26116973702,0.0,0.0
27,29.0,0.804139137431,2.0,-0.439730909195,1.0,10.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
28,30.0,-1.17535561494,4.0,0.736742023286,0.0,11.0,0.0,0.0,0.0,-0.147442177875,-0.218582351582,0.92393794571,0.0,0.0
29,31.0,-1.4037588556,2.0,-0.0475732650349,0.0,5.0,3.0,1.0,0.0,-0.147442177875,-0.218582351582,0.256157433908,0.0,0.0
30,32.0,0.49960148322,2.0,1.12889966745,2.0,1.0,3.0,0.0,0.0,-0.147442177875,3.26399413841,-0.0777328219924,0.0,0.0
31,33.0,-0.642414720074,3.0,-0.0475732650349,1.0,0.0,3.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
32,34.0,-1.2514900285,0.0,-0.0475732650349,1.0,4.0,1.0,1.0,0.0,-0.147442177875,-0.218582351582,-2.16454692137,0.0,0.0
33,35.0,0.728004723878,2.0,-1.22404619752,0.0,8.0,4.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,5.0,0.0
34,36.0,-1.32762444205,2.0,-0.0475732650349,0.0,8.0,3.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
35,37.0,-1.47989326916,2.0,-0.439730909195,5.0,0.0,2.0,0.0,1.0,-0.147442177875,-0.218582351582,-1.32982128162,0.0,0.0
36,39.0,0.728004723878,1.0,0.736742023286,1.0,3.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
37,40.0,-0.566280306521,2.0,-2.00836148584,1.0,8.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,0.172684869933,0.0,0.0
38,41.0,1.10867679164,1.0,1.12889966745,1.0,3.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
39,42.0,-1.09922120139,2.0,1.12889966745,1.0,9.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,0.75699281776,0.0,0.0
40,43.0,0.804139137431,2.0,-0.439730909195,4.0,0.0,4.0,0.0,1.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
41,44.0,-1.02308678784,2.0,-0.439730909195,0.0,2.0,0.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.495095641868,0.0,0.0
42,45.0,1.41321444585,3.0,1.12889966745,1.0,3.0,1.0,1.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,1.0
43,46.0,1.10867679164,2.0,-0.439730909195,1.0,8.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.244677949943,0.0,0.0
44,47.0,0.423467069667,2.0,1.52105731161,2.0,1.0,4.0,0.0,1.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
45,48.0,0.195063829008,0.0,0.344584379126,1.0,10.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
46,49.0,-0.718549133627,2.0,0.344584379126,0.0,3.0,0.0,0.0,0.0,-0.147442177875,-0.218582351582,0.172684869933,0.0,0.0
47,50.0,-1.02308678784,2.0,-0.0475732650349,1.0,1.0,2.0,4.0,1.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
48,52.0,0.651870310326,2.0,1.91321495577,1.0,3.0,2.0,0.0,1.0,-0.147442177875,4.48586401488,1.59171845751,6.0,1.0
49,53.0,0.880273550984,3.0,1.12889966745,2.0,1.0,0.0,0.0,0.0,-0.147442177875,-0.218582351582,1.17435563764,0.0,1.0
50,54.0,0.651870310326,5.0,-0.439730909195,2.0,1.0,0.0,0.0,0.0,-0.147442177875,-0.218582351582,1.59171845751,0.0,0.0
51,55.0,0.347332656114,2.0,-0.0475732650349,1.0,9.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,1.0
52,56.0,0.575735896773,2.0,-2.79267677416,1.0,8.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,4.0,0.0
53,57.0,-0.261742652309,2.0,0.344584379126,1.0,4.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,5.0,0.0
54,58.0,0.195063829008,2.0,-0.439730909195,1.0,0.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,0.590047689809,0.0,0.0
55,59.0,-0.642414720074,2.0,-0.439730909195,1.0,8.0,1.0,0.0,0.0,0.529409762855,-0.218582351582,-0.0777328219924,0.0,0.0
56,60.0,-0.642414720074,2.0,1.12889966745,1.0,5.0,1.0,0.0,0.0,0.177549368372,-0.218582351582,-0.0777328219924,0.0,0.0
57,62.0,0.728004723878,2.0,-0.439730909195,1.0,6.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
58,63.0,0.271198242561,2.0,2.30537259993,1.0,3.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,0.339629997884,0.0,1.0
59,64.0,-0.718549133627,2.0,-0.0475732650349,2.0,9.0,0.0,0.0,0.0,-0.147442177875,-0.218582351582,1.42477332956,0.0,0.0
60,65.0,-0.185608238756,2.0,-0.439730909195,1.0,10.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
61,66.0,-0.79468354718,2.0,-0.0475732650349,2.0,0.0,0.0,0.0,1.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
62,67.0,1.10867679164,2.0,-0.439730909195,1.0,0.0,2.0,0.0,1.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,1.0
63,68.0,0.804139137431,5.0,-0.0475732650349,1.0,1.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,0.75699281776,0.0,1.0
64,70.0,-1.47989326916,2.0,-0.0475732650349,0.0,3.0,3.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.745513333794,0.0,0.0
65,71.0,-0.566280306521,2.0,1.12889966745,4.0,5.0,3.0,1.0,1.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
66,72.0,-0.718549133627,1.0,1.12889966745,1.0,5.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,2.42644409726,0.0,1.0
67,73.0,-1.17535561494,2.0,-0.0475732650349,0.0,8.0,0.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
68,74.0,3.08817154402,2.0,-0.0475732650349,1.0,3.0,5.0,0.0,0.0,-0.147442177875,-0.218582351582,-1.7471841015,0.0,0.0
69,75.0,-0.870817960733,2.0,-0.439730909195,0.0,4.0,3.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,4.0,0.0
70,76.0,0.118929415455,2.0,0.736742023286,1.0,0.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
71,78.0,-1.55602768271,2.0,-1.22404619752,0.0,4.0,3.0,0.0,1.0,-0.147442177875,-0.218582351582,-1.58023897355,0.0,0.0
72,79.0,-0.566280306521,4.0,-2.40051913,1.0,7.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
73,80.0,-1.55602768271,2.0,-0.439730909195,0.0,5.0,0.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.912458461744,0.0,0.0
74,81.0,1.03254237809,2.0,1.12889966745,1.0,4.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,1.0,0.0
75,82.0,0.575735896773,2.0,-0.439730909195,1.0,4.0,2.0,0.0,1.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
76,83.0,1.56548327296,2.0,-0.439730909195,1.0,5.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,0.590047689809,0.0,0.0
77,84.0,0.423467069667,2.0,-0.439730909195,2.0,10.0,0.0,0.0,1.0,1.7892752045,-0.218582351582,-0.0777328219924,0.0,1.0
78,85.0,1.10867679164,2.0,-0.439730909195,2.0,5.0,3.0,0.0,1.0,-0.147442177875,-0.218582351582,-0.495095641868,0.0,0.0
79,86.0,0.804139137431,4.0,-0.439730909195,1.0,11.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,1.0
80,87.0,-0.414011479415,2.0,1.52105731161,1.0,3.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,0.75699281776,0.0,0.0
81,88.0,-0.642414720074,2.0,-2.00836148584,0.0,5.0,0.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
82,89.0,0.347332656114,3.0,2.30537259993,0.0,3.0,0.0,0.0,1.0,-0.147442177875,-0.218582351582,0.75699281776,0.0,1.0
83,90.0,1.41321444585,2.0,0.344584379126,1.0,3.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
84,91.0,-0.109473825204,2.0,-0.0475732650349,2.0,10.0,4.0,0.0,1.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
85,92.0,-0.79468354718,2.0,-0.0475732650349,2.0,8.0,4.0,1.0,1.0,-0.147442177875,-0.218582351582,-1.32982128162,0.0,0.0
86,94.0,-0.337877065862,4.0,1.12889966745,1.0,11.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,1.0
87,95.0,-0.718549133627,4.0,-0.0475732650349,0.0,2.0,0.0,0.0,0.0,-0.147442177875,-0.218582351582,0.75699281776,0.0,0.0
88,96.0,0.728004723878,1.0,2.30537259993,1.0,3.0,1.0,0.0,0.0,-0.147442177875,4.48586401488,1.59171845751,0.0,1.0
89,97.0,-0.109473825204,2.0,-0.0475732650349,1.0,5.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,0.590047689809,0.0,1.0
90,98.0,0.728004723878,2.0,0.736742023286,2.0,1.0,4.0,0.0,1.0,-0.147442177875,-0.218582351582,-0.0777328219924,7.0,0.0
91,99.0,-0.490145892968,3.0,-0.439730909195,0.0,4.0,3.0,1.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
92,100.0,2.85976830336,2.0,1.52105731161,1.0,1.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,1.0
93,101.0,0.423467069667,2.0,1.12889966745,1.0,1.0,1.0,0.0,0.0,1.88108835425,-0.218582351582,1.59171845751,0.0,1.0
94,102.0,0.651870310326,1.0,1.52105731161,0.0,3.0,0.0,0.0,1.0,-0.147442177875,-0.218582351582,0.75699281776,0.0,0.0
95,103.0,-1.4037588556,2.0,-0.0475732650349,0.0,9.0,3.0,0.0,1.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
96,104.0,-0.718549133627,2.0,-0.439730909195,0.0,10.0,0.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
97,105.0,-0.490145892968,5.0,-0.439730909195,1.0,10.0,1.0,0.0,0.0,0.890586491651,-0.218582351582,-0.0777328219924,0.0,1.0
98,107.0,-0.642414720074,2.0,-1.22404619752,0.0,2.0,3.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
99,108.0,-0.566280306521,4.0,-0.439730909195,0.0,0.0,0.0,0.0,1.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
100,109.0,0.271198242561,2.0,-0.439730909195,1.0,2.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
101,110.0,-1.09922120139,2.0,1.12889966745,0.0,5.0,5.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
102,111.0,-0.0333394116506,2.0,1.91321495577,1.0,3.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,1.0
103,112.0,1.3370800323,1.0,-0.439730909195,1.0,4.0,1.0,0.0,0.0,-0.147442177875,4.44876270284,0.75699281776,8.0,1.0
104,113.0,-0.79468354718,2.0,-0.0475732650349,1.0,5.0,2.0,0.0,1.0,0.401276411219,-0.218582351582,-1.32982128162,0.0,0.0
105,114.0,-0.185608238756,2.0,-0.439730909195,0.0,8.0,3.0,0.0,1.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
106,115.0,1.10867679164,2.0,-2.00836148584,1.0,2.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,0.75699281776,0.0,0.0
107,116.0,1.3370800323,5.0,-0.0475732650349,1.0,5.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,0.75699281776,0.0,0.0
108,117.0,0.804139137431,4.0,0.344584379126,1.0,10.0,1.0,1.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,1.0
109,118.0,1.26094561875,2.0,-0.0475732650349,1.0,5.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,1.25782820161,0.0,0.0
110,119.0,-1.2514900285,2.0,-0.439730909195,0.0,10.0,0.0,0.0,0.0,-0.147442177875,-0.218582351582,0.00573974198278,0.0,0.0
111,120.0,-1.32762444205,2.0,-0.0475732650349,0.0,4.0,3.0,0.0,1.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
112,121.0,0.118929415455,2.0,1.12889966745,1.0,1.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,1.59171845751,0.0,0.0
113,122.0,-0.642414720074,2.0,1.12889966745,0.0,1.0,3.0,1.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,9.0,0.0
114,123.0,-0.718549133627,0.0,1.12889966745,1.0,3.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,0.75699281776,0.0,1.0
115,124.0,-1.47989326916,2.0,-0.0475732650349,0.0,4.0,3.0,1.0,0.0,-0.147442177875,-0.218582351582,-0.495095641868,0.0,0.0
116,125.0,0.651870310326,2.0,1.12889966745,1.0,1.0,2.0,0.0,1.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,1.0
117,126.0,-1.4037588556,2.0,-0.0475732650349,0.0,0.0,3.0,0.0,1.0,-0.147442177875,4.03322800801,-1.07940358969,0.0,0.0
118,127.0,-0.566280306521,2.0,0.736742023286,1.0,0.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,1.0
119,129.0,0.0427950019023,2.0,-0.0475732650349,2.0,10.0,0.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
120,130.0,-0.79468354718,2.0,0.736742023286,0.0,5.0,0.0,0.0,1.0,-0.147442177875,-0.218582351582,1.59171845751,0.0,0.0
121,131.0,-1.09922120139,2.0,-0.439730909195,0.0,4.0,0.0,0.0,1.0,-0.147442177875,4.13958510252,-0.0777328219924,0.0,0.0
122,132.0,-0.0333394116506,1.0,-0.439730909195,1.0,10.0,1.0,0.0,0.0,0.444752638012,-0.218582351582,-0.495095641868,0.0,0.0
123,133.0,-0.109473825204,2.0,1.12889966745,1.0,5.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,0.75699281776,0.0,0.0
124,134.0,0.575735896773,2.0,0.736742023286,2.0,9.0,0.0,1.0,1.0,-0.147442177875,-0.218582351582,-0.411623077893,0.0,0.0
125,135.0,-0.0333394116506,3.0,1.52105731161,1.0,3.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,10.0,1.0
126,136.0,0.347332656114,1.0,-0.439730909195,1.0,10.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,1.59171845751,0.0,0.0
127,137.0,-0.870817960733,2.0,0.344584379126,1.0,0.0,2.0,0.0,1.0,-0.147442177875,-0.218582351582,-0.495095641868,0.0,0.0
128,138.0,-1.4037588556,2.0,-0.0475732650349,0.0,5.0,3.0,0.0,0.0,-0.147442177875,-0.218582351582,-1.7471841015,0.0,0.0
129,139.0,0.804139137431,2.0,-0.0475732650349,1.0,10.0,1.0,2.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,1.0
130,140.0,1.71775210007,5.0,-0.439730909195,1.0,10.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
131,141.0,-0.870817960733,2.0,-0.0475732650349,0.0,5.0,3.0,0.0,1.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
132,142.0,-1.47989326916,2.0,-0.0475732650349,0.0,4.0,3.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.912458461744,4.0,0.0
133,143.0,0.49960148322,2.0,0.344584379126,0.0,3.0,0.0,0.0,1.0,-0.147442177875,3.64984778361,-0.0777328219924,0.0,1.0
134,144.0,2.40296182204,2.0,-0.0475732650349,0.0,9.0,5.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
135,145.0,-0.566280306521,2.0,-0.439730909195,0.0,6.0,4.0,1.0,1.0,-0.147442177875,-0.218582351582,-0.912458461744,0.0,0.0
136,146.0,-1.2514900285,2.0,-0.0475732650349,1.0,4.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-1.4132938456,0.0,0.0
137,147.0,-0.185608238756,2.0,-0.439730909195,6.0,4.0,4.0,0.0,1.0,-0.147442177875,-0.218582351582,-1.4132938456,0.0,0.0
138,148.0,1.94615534073,2.0,-1.22404619752,1.0,10.0,1.0,0.0,0.0,-0.147442177875,5.17100157718,-0.0777328219924,0.0,0.0
139,150.0,0.651870310326,4.0,-0.0475732650349,2.0,0.0,4.0,0.0,1.0,-0.147442177875,-0.218582351582,-0.244677949943,4.0,0.0
140,151.0,-0.337877065862,2.0,-0.439730909195,0.0,0.0,0.0,0.0,1.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
141,152.0,-0.414011479415,2.0,1.12889966745,0.0,1.0,5.0,2.0,1.0,-0.147442177875,-0.218582351582,-0.0777328219924,11.0,0.0
142,153.0,-1.32762444205,2.0,-0.439730909195,0.0,10.0,3.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.495095641868,0.0,0.0
143,155.0,0.728004723878,2.0,-0.439730909195,1.0,10.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,0.423102561859,0.0,0.0
144,156.0,-1.17535561494,2.0,1.12889966745,0.0,2.0,0.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
145,157.0,2.4790962356,1.0,-0.0475732650349,4.0,5.0,4.0,1.0,0.0,-0.147442177875,4.27314982586,-3.24969025305,0.0,0.0
146,158.0,-0.718549133627,2.0,-0.439730909195,2.0,10.0,0.0,0.0,0.0,-0.147442177875,-0.218582351582,1.59171845751,0.0,0.0
147,159.0,0.271198242561,2.0,1.12889966745,4.0,4.0,5.0,1.0,0.0,-0.147442177875,-0.218582351582,0.75699281776,0.0,0.0
148,161.0,-1.02308678784,2.0,-0.439730909195,0.0,4.0,4.0,0.0,1.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
149,162.0,0.423467069667,5.0,1.52105731161,2.0,1.0,4.0,2.0,1.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
150,163.0,-0.79468354718,2.0,-0.439730909195,0.0,1.0,0.0,2.0,1.0,-0.147442177875,-0.218582351582,-0.0777328219924,7.0,0.0
151,164.0,0.49960148322,1.0,1.52105731161,1.0,5.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,1.0
152,165.0,-0.185608238756,2.0,-0.0475732650349,2.0,4.0,4.0,0.0,1.0,-0.147442177875,-0.218582351582,-0.0777328219924,4.0,0.0
153,166.0,0.0427950019023,3.0,0.736742023286,0.0,1.0,0.0,0.0,0.0,-0.147442177875,-0.218582351582,0.089212305958,0.0,0.0
154,167.0,0.575735896773,0.0,1.52105731161,6.0,11.0,4.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
155,168.0,-1.55602768271,2.0,-1.22404619752,0.0,2.0,3.0,0.0,0.0,-0.147442177875,-0.218582351582,-2.0810743574,0.0,0.0
156,169.0,2.09842416783,4.0,0.344584379126,6.0,3.0,0.0,0.0,1.0,-0.147442177875,-0.218582351582,-1.7471841015,0.0,0.0
157,170.0,-0.870817960733,2.0,-0.439730909195,0.0,4.0,0.0,0.0,0.0,-0.147442177875,4.67879083748,-0.0777328219924,0.0,0.0
158,171.0,-0.79468354718,0.0,-0.439730909195,1.0,11.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
159,172.0,0.956407964537,2.0,-0.0475732650349,1.0,5.0,1.0,0.0,0.0,-0.147442177875,4.67137057507,-0.0777328219924,0.0,1.0
160,173.0,-0.870817960733,2.0,1.12889966745,0.0,10.0,0.0,0.0,0.0,-0.147442177875,-0.218582351582,0.75699281776,0.0,0.0
161,174.0,-0.79468354718,0.0,1.12889966745,1.0,3.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,1.0
162,175.0,-0.870817960733,2.0,-0.439730909195,3.0,5.0,4.0,0.0,1.0,-0.147442177875,-0.218582351582,-1.32982128162,0.0,0.0
163,176.0,-1.32762444205,2.0,-0.439730909195,0.0,10.0,3.0,1.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
164,177.0,-0.337877065862,2.0,-0.439730909195,0.0,2.0,0.0,1.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
165,178.0,-1.55602768271,2.0,-0.439730909195,0.0,4.0,3.0,0.0,0.0,-0.147442177875,-0.218582351582,-2.4149646133,0.0,0.0
166,179.0,-0.414011479415,2.0,1.12889966745,1.0,3.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,2.00908127739,0.0,0.0
167,180.0,0.423467069667,4.0,-0.0475732650349,1.0,1.0,1.0,1.0,0.0,-0.147442177875,-0.218582351582,-0.244677949943,0.0,1.0
168,181.0,0.347332656114,2.0,-0.0475732650349,2.0,0.0,0.0,0.0,1.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
169,182.0,-0.642414720074,2.0,-0.0475732650349,0.0,10.0,0.0,1.0,0.0,-0.147442177875,-0.218582351582,0.339629997884,0.0,0.0
170,183.0,0.118929415455,2.0,-2.40051913,1.0,8.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,4.0,1.0
171,184.0,-0.109473825204,3.0,-0.0475732650349,1.0,0.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,0.089212305958,0.0,1.0
172,185.0,-0.337877065862,2.0,-0.439730909195,1.0,0.0,1.0,1.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
173,186.0,0.195063829008,1.0,1.12889966745,2.0,1.0,0.0,0.0,1.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
174,188.0,-0.566280306521,2.0,1.52105731161,1.0,3.0,2.0,0.0,1.0,-0.147442177875,-0.218582351582,0.75699281776,0.0,0.0
175,189.0,1.48934885941,0.0,2.30537259993,1.0,3.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-3.33316281703,0.0,1.0
176,190.0,-0.0333394116506,2.0,-0.0475732650349,2.0,8.0,0.0,1.0,1.0,-0.147442177875,-0.218582351582,-1.07940358969,0.0,0.0
177,191.0,-1.09922120139,2.0,-0.0475732650349,1.0,8.0,1.0,0.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
178,192.0,0.195063829008,4.0,1.12889966745,1.0,10.0,1.0,1.0,0.0,-0.147442177875,-0.218582351582,-0.0777328219924,0.0,0.0
